nome_simplificado;nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
MOGIANA RIBEIRÃO PRETO;Esporte Clube Mogiana (Ribeirão Preto);São Paulo;SP;Ribeirão Preto;-21.1699;-47.8099;1938-07-27T00:00:00Z;3543402
MOGIANA;Esporte Clube Mogiana;São Paulo;SP;Campinas;-22.9053;-47.0659;1933-06-07T00:00:00Z;3509502
MUNDO NOVO;Esporte Clube Mundo Novo;Rio Grande do Sul;RS;Três Coroas;-29.5137;-50.7739;1934-08-24T00:00:00Z;4321709
PALMEIRENSE RIO GRANDE DO SUL;Esporte Clube Palmeirense (Rio Grande do Sul);Rio Grande do Sul;RS;Palmeira das Missões;-27.9007;-53.3134;1919-01-01T00:00:00Z;4313706
PALMEIRENSE SÃO PAULO;Esporte Clube Palmeirense (São Paulo);São Paulo;SP;Santa Cruz das Palmeiras;-21.8235;-47.248;1908-09-07T00:00:00Z;3546306
PRODUTOS CACHOEIRA;Esporte Clube Produtos Cachoeira;Bahia;BA;Cachoeira;-12.5994;-38.9587;1961-01-01T00:00:00Z;2904902
FERROVIÁRIO;Esporte Clube Recreativo Ferroviário;Paraná;PR;Jaguariaíva;-24.2439;-49.7066;;4112009
RENASCENÇA;Esporte Clube Renascença;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
RESENDE;Esporte Clube Resende;Rio de Janeiro;RJ;Resende;-22.4705;-44.4509;;3304201
RIBEIRO JUNQUEIRA;Esporte Clube Ribeiro Junqueira;Minas Gerais;MG;Leopoldina;-21.5296;-42.6421;;3138401
RIO BRANCO;Esporte Clube Rio Branco;São Paulo;SP;Ibitinga;-21.7562;-48.8319;;3519600
RIO PARDO;Esporte Clube Rio Pardo;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1998-01-01T00:00:00Z;2509370
RIO SÃO PAULO;Esporte Clube Rio São Paulo;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
SÃO BERNARDO;Esporte Clube São Bernardo;Bahia;BA;Itagi;-14.1615;-40.0131;;2915106
SÃO JOSÉ RIO DE JANEIRO;Esporte Clube São José (Rio de Janeiro);São Paulo;SP;Bastos;-21.921;-50.7357;;3505807
SÃO JOSÉ SÃO JOSÉ DO RIO CLARO;Esporte Clube São José (São José do Rio Claro);Mato Grosso;MT;São José do Rio Claro;-13.4398;-56.7218;;5107305
TAQUARAL;Esporte Clube Taquaral;Rio de Janeiro;RJ;Maricá;-22.9354;-42.8246;;3302700
TARUMÃ;Esporte Clube Tarumã;Amazonas;AM;Manaus;-3.11866;-60.0212;1974-01-01T00:00:00Z;1302603
VILA SÃO LUIZ;Esporte Clube Vila São Luiz;Maranhão;MA;Caxias;-4.86505;-43.3617;;2103000
ÁGUA VERDE;Esporte Clube Água Verde;Paraná;PR;Curitiba;-25.4195;-49.2646;1914-12-17T00:00:00Z;4106902
ESPROF ATLÉTICO;Esprof Atlético de Futebol e Clube;Rio de Janeiro;RJ;Cabo Frio;-22.8894;-42.0286;;3300704
ESTRADA DE FERRO SOROCABANA;Estrada de Ferro Sorocabana Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1930-11-25T00:00:00Z;3550308
ESTRELA;Estrela Esporte Clube;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;1976-01-10T00:00:00Z;4307807
ESTRELA RIO GRANDE DO SUL;Estrela Futebol Clube (Rio Grande do Sul);Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
ESTRELA DA BELA VISTA;Estrela da Bela Vista Esporte Clube;Mato Grosso do Sul;MS;Bela Vista;-22.1073;-56.5263;;5002100
ESTRELA DA SAÚDE;Estrela da Saúde Futebol Clube;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
ESTRELA DA SERRA;Estrela da Serra Futebol Clube;Rio de Janeiro;RJ;Magé;-22.6632;-43.0315;;3302502
ESTRELA DO MAR;Estrela do Mar Esporte Clube;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
ESTRELA DO MAR;Estrela do Mar Foot-Ball Club;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;1939-12-23T00:00:00Z;4307807
ESTRELA DO NORTE;Estrela do Norte Esporte Clube;Rio de Janeiro;RJ;São Fidélis;-21.6551;-41.756;;3304805
EUSÉBIO;Eusébio Esporte Clube;Paraíba;PB;Arara;-6.82813;-35.7552;2005-01-01T00:00:00Z;2500908
EXPRESSINHO;Expressinho Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;;2111300
EXPRESSO SÃO CARLOS;Expresso São Carlos Esporte Clube;Rio Grande do Sul;RS;Ponte Preta;-27.6587;-52.4848;1953-01-01T00:00:00Z;4314787
EXTERNATO;Externato Futebol Clube;Santa Catarina;SC;Florianópolis;-27.5945;-48.5477;1910-08-14T00:00:00Z;4205407
FADA;Fada Futebol Clube;Mato Grosso do Sul;MS;Anastácio;-20.4823;-55.8104;1940-05-10T00:00:00Z;5000708
FERROVIÁRIO CABO;Ferroviário Esporte Clube do Cabo;Pernambuco;PE;Bezerros;-8.2328;-35.796;1961-01-01T00:00:00Z;2601904
FIGUEIRENSE;Figueirense Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
FLAMENGO AMERICANA;Flamengo Futebol Clube (Americana);São Paulo;SP;Americana;-22.7374;-47.3331;;3501608
FLAMENGO PIRAJUÍ;Flamengo Futebol Clube (Pirajuí);São Paulo;SP;Pirajuí;-21.999;-49.4608;1972-01-01T00:00:00Z;3538907
FLORESTA;Floresta Esporte Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1954-01-01T00:00:00Z;2304400
FLORESTA;Floresta Futebol Clube;Pernambuco;PE;Flores;-7.85842;-37.9715;1965-01-01T00:00:00Z;2605608
FLUMINENSE ATLÉTICO NITERÓI;Fluminense Atlético Clube (Niterói);Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;1913-09-07T00:00:00Z;3303302
FLUMINENSE;Fluminense Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1938-01-31T00:00:00Z;2211001
FLUMINENSE SANTANA DO LIVRAMENTO;Fluminense Futebol Clube (Santana do Livramento);Paraíba;PB;Livramento;-7.37113;-36.9491;;2508505
RIO-GRANDENSE;Football Club Rio-Grandense;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
FORTALEZA;Fortaleza Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1903-06-24T00:00:00Z;2304400
FORÇA;Força Esporte Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
FRANCISCO FERRO;Francisco Ferro Sport Futebol Club;Rio Grande do Norte;RN;Viçosa;-5.98253;-37.9462;;2414902
FRIGORÍFICO ATLÉTICO;Frigorífico Atlético Clube;Rio de Janeiro;RJ;Mendes;-22.5245;-43.7312;;3302809
SEMEANDO CIDADANIA;Semeando Cidadania Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
SENZALA;Senzala Futebol Clube;Bahia;BA;Camamu;-13.9398;-39.1071;;2905800
SERGIPE BRAVOS;Sergipe Bravos;Sergipe;SE;Aracaju;-10.9091;-37.0677;2004-01-01T00:00:00Z;2800308
SETE DE SETEMBRO;Sete de Setembro Futebol Clube;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
SOCIAL VITÓRIA;Social Esportiva Vitória;São Paulo;SP;Hortolândia;-22.8529;-47.2143;;3519071
AÇÃO;Sociedade Ação Futebol;Piauí;PI;Várzea Grande;-6.54899;-42.248;;2211407
BORBOREMA;Sociedade Desportiva Borborema;Paraíba;PB;Campina Grande;-7.22196;-35.8731;1975-10-11T00:00:00Z;2504009
SETE DE SETEMBRO DE CUPIRA;Sociedade Desportiva Sete de Setembro de Cupira;Pernambuco;PE;Cupira;-8.62432;-35.9518;;2605004
UNIÃO;Sociedade Desportiva e Recreativa União;Santa Catarina;SC;Timbó;-26.8246;-49.269;1972-01-01T00:00:00Z;4218202
EGIPCIENSE;Sociedade Egipciense;Pernambuco;PE;São José do Egito;-7.46945;-37.274;;2613602
ALECRINENSE;Sociedade Esportiva Alecrinense;Rio Grande do Sul;RS;Alecrim;-27.6579;-54.7649;;4300307
ALVORADA;Sociedade Esportiva Alvorada Club;Paraná;PR;Maringá;-23.4205;-51.9333;2010-01-01T00:00:00Z;4115200
AURENY III;Sociedade Esportiva Aureny III;Paraná;PR;Palmas;-26.4839;-51.9888;;4117602
DECISÃO;Sociedade Esportiva Decisão Futebol Clube;Pernambuco;PE;Bonito;-8.47163;-35.7292;;2602308
GUAXUPÉ;Sociedade Esportiva Guaxupé;Minas Gerais;MG;Guaxupé;-21.305;-46.7081;;3128709
ILHA SOLTEIRA;Sociedade Esportiva Ilha Solteira;São Paulo;SP;Ilha Solteira;-20.4326;-51.3426;1970-09-15T00:00:00Z;3520442
JATEIENSE;Sociedade Esportiva Jateiense;Mato Grosso do Sul;MS;Jateí;-22.4806;-54.3079;;5005103
PALMEIRAS USINA FURLAN;Sociedade Esportiva Palmeiras Usina Furlan;Rio Grande do Norte;RN;Açu;-5.58362;-36.914;1960-01-01T00:00:00Z;2400208
PALMEIRAS PATO BRANCO;Sociedade Esportiva Palmeiras (Pato Branco);Paraná;PR;Palmeira;-25.4257;-50.007;1949-01-01T00:00:00Z;4117701
PLANALTINA;Sociedade Esportiva Planaltina;Goiás;GO;Goiás;-15.9333;-50.14;;5208905
PLATINENSE;Sociedade Esportiva Platinense;Rio Grande do Norte;RN;Paraná;-6.47565;-38.3057;;2408607
PONTAPORANENSE;Sociedade Esportiva Pontaporanense;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1953-10-08T00:00:00Z;2509370
QUEIMADENSE;Sociedade Esportiva Queimadense;Rio Grande do Sul;RS;Paraí;-28.5964;-51.7896;;4314001
PERDIGÃO;Sociedade Esportiva Recreativa Perdigão;Santa Catarina;SC;Videira;-27.0086;-51.1543;1964-01-01T00:00:00Z;4219309
SANJOANENSE;Sociedade Esportiva Sanjoanense;Roraima;RR;Boa Vista;2.82384;-60.6753;1916-07-01T00:00:00Z;1400100
SANTA MARIA;Sociedade Esportiva Santa Maria;Rio Grande do Sul;RS;Santa Maria;-29.6868;-53.8149;;4316907
SIDROLÂNDIA;Sociedade Esportiva Sidrolândia;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;2008-01-30T00:00:00Z;2509370
SÃO BORJA;Sociedade Esportiva São Borja;Rio Grande do Sul;RS;São Borja;-28.6578;-56.0036;1977-01-01T00:00:00Z;4318002
FLAMENGO;Sociedade Esportiva e Cultural Flamengo;Rio Grande do Sul;RS;Bento Gonçalves;-29.1662;-51.5165;;4302105
CASTELENSE;Sociedade Esportiva e Recreativa Castelense;Espírito Santo;ES;Castelo;-20.6033;-41.2031;;3201407
VINTE DE SETEMBRO;Sociedade Esportiva e Recreativa Vinte de Setembro;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
OPERÁRIA BENEFICENTE IGUAÇU;Sociedade Operária Beneficente Iguaçu;Paraná;PR;Curitiba;-25.4195;-49.2646;1919-01-01T00:00:00Z;4106902
SPORTIVA SETE DE SETEMBRO;Sociedade Sportiva Sete de Setembro;Alagoas;AL;Maceió;-9.66599;-35.735;1945-01-01T00:00:00Z;2704302
SOROCABA VIPERS;Sorocaba Vipers;São Paulo;SP;Sorocaba;-23.4969;-47.4451;;3552205
BAGÉ;Sport Club Bagé;Rio Grande do Sul;RS;Bagé;-31.3297;-54.0999;;4301602
BAHIANO;Sport Club Bahiano;Bahia;BA;Salvador;-12.9718;-38.5011;1903-09-07T00:00:00Z;2927408
CAMPO MOURÃO;Sport Club Campo Mourão;Paraná;PR;Campo Mourão;-24.0463;-52.378;;4104303
CAMPINA GRANDE;Sport Club Campina Grande;Paraíba;PB;Lagoa Seca;-7.15535;-35.8491;2010-01-01T00:00:00Z;2508307
CAPIXABA;Sport Club Capixaba;Espírito Santo;ES;Nova Venécia;-18.715;-40.4053;1917-09-30T00:00:00Z;3203908
BELO HORIZONTE;Sport Club Foot-Ball (Belo Horizonte);Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
GUARANY ROSÁRIO DO SUL;Sport Club Guarany (Rosário do Sul);Rio Grande do Sul;RS;Rosário do Sul;-30.2515;-54.9221;1909-01-01T00:00:00Z;4316402
JARAGUÁ;Sport Club Jaraguá;Santa Catarina;SC;Jaraguá do Sul;-26.4851;-49.0713;;4208906
JUIZ DE FORA;Sport Club Juiz de Fora;Minas Gerais;MG;Juiz de Fora;-21.7595;-43.3398;;3136702
PARAHYBA;Parahyba Foot Ball Club;Paraíba;PB;João Pessoa;-7.11509;-34.8641;;2507507
PARAHYBA UNITED;Parahyba United;Paraíba;PB;João Pessoa;-7.11509;-34.8641;;2507507
PARAÍBA DO SUL;Paraíba do Sul Futebol Clube;Rio de Janeiro;RJ;Paraíba do Sul;-22.1585;-43.304;2005-01-01T00:00:00Z;3303708
PARECIS;Parecis Sociedade Esportiva;Mato Grosso;MT;Campo Novo do Parecis;-13.6587;-57.8907;;5102637
PARQUINHO;Parquinho Futebol Clube;São Paulo;SP;Bauru;-22.3246;-49.0871;;3506003
PASSAGEM;Passagem Futebol Clube;Sergipe;SE;Neópolis;-10.3215;-36.585;1948-02-06T00:00:00Z;2804409
PASSOS;Passos Futebol Clube;Minas Gerais;MG;Passos;-20.7193;-46.609;;3147907
PAULISTA;Paulista Esporte Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;;2510907
PAULISTA ARARAQUARA;Paulista Futebol Clube (Araraquara);São Paulo;SP;Araraquara;-21.7845;-48.178;1930-12-03T00:00:00Z;3503208
PAVUNENSE;Pavunense Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
PAYSSANDU;Payssandu Futebol Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;1916-01-01T00:00:00Z;2510907
PERY FERROVIÁRIO;Pery Ferroviário Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
PESQUEIRA;Pesqueira Futebol Clube;Pernambuco;PE;Pesqueira;-8.35797;-36.6978;;2610905
PEÑAROL;Peñarol Sport Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
PICUÍ;Picuí Club;Paraíba;PB;Picuí;-6.50845;-36.3497;2005-01-01T00:00:00Z;2511400
PINHEIRENSE;Pinheirense Esporte Clube;Pará;PA;Belém;-1.4554;-48.4898;1925-01-01T00:00:00Z;1501402
PINHEIRO ATLÉTICO;Pinheiro Atlético Clube;Maranhão;MA;Pinheiro;-2.52224;-45.0788;;2108603
PIRACANJUBA;Piracanjuba Esporte Clube;Goiás;GO;Piracanjuba;-17.302;-49.017;1979-01-01T00:00:00Z;5217104
PIRAPORA;Pirapora Futebol Clube;Minas Gerais;MG;Pirapora;-17.3392;-44.934;;3151206
PIRATAS DE COPACABANA AMERICANO;Piratas de Copacabana Futebol Americano;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2003-01-01T00:00:00Z;3304557
PIRES DO RIO;Pires do Rio Futebol Clube;Goiás;GO;Pires do Rio;-17.3019;-48.2768;;5217401
POMPEIA;Pompeia Futebol Clube;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
PORTO ALEGRE PUMPKINS;Porto Alegre Pumpkins;Espírito Santo;ES;Alegre;-20.758;-41.5382;2005-01-01T00:00:00Z;3200201
PORTO VELHO;Porto Velho Futebol Clube;Rondônia;RO;Porto Velho;-8.76077;-63.8999;;1100205
PORTUGUESA;Portuguesa Futebol Clube;Ceará;CE;Crato;-7.2153;-39.4103;;2304202
POUSO ALEGRE;Pouso Alegre Futebol Clube;Minas Gerais;MG;Pouso Alegre;-22.2266;-45.9389;1913-01-01T00:00:00Z;3152501
PRESIDENTE PRUDENTE;Presidente Prudente Futebol Clube;São Paulo;SP;Presidente Prudente;-22.1207;-51.3925;2006-01-03T00:00:00Z;3541406
PROFESSORADO CAMPESTRE;Professorado Campestre Clube;Minas Gerais;MG;Campestre;-21.7079;-46.2381;;3111002
PROGRESSO;Progresso Foot-Ball Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;1926-09-07T00:00:00Z;2304400
PRUDENTINO;Prudentino Futebol Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;2001-01-29T00:00:00Z;2510907
RAIZ DA GÁVEA;Raiz da Gávea Esporte Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
RAMALAT;Ramalat Sport Club;Pernambuco;PE;Ouricuri;-7.87918;-40.08;;2609907
RATRANS;Ratrans Esporte Clube;Bahia;BA;São Sebastião do Passé;-12.5123;-38.4905;;2929503
REAL BRASIL;Real Brasil Clube de Futebol;Distrito Federal;DF;Brasília;-15.7795;-47.9297;2005-01-01T00:00:00Z;5300108
REAL;Real Esporte Clube;Rio de Janeiro;RJ;Angra dos Reis;-23.0011;-44.3196;;3300100
REAL BELTRONENSE;Real Esportivo e Recreativo Beltronense;Paraná;PR;Francisco Beltrão;-26.0817;-53.0535;;4108403
REAL INDEPENDENTE;Real Sociedade Independente;Ceará;CE;Jardim;-7.57599;-39.2826;;2307106
REAL ARTE;Real Sport Arte Clube;Santa Catarina;SC;Gaspar;-26.9336;-48.9534;;4205902
NOVA ESTRELA;Recreativo Nova Estrela;Paraná;PR;Fazenda Rio Grande;-25.6624;-49.3073;;4107652
REDENÇÃO;Redenção Esporte Clube;Pará;PA;Redenção;-8.02529;-50.0317;;1506138
REDENÇÃO;Redenção Futebol Clube;Bahia;BA;Salvador;-12.9718;-38.5011;;2927408
RIACHUELO ATLÉTICO;Riachuelo Atlético Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
RIACHUELO ATLÉTICO NATAL;Riachuelo Atlético Clube (Natal);Rio Grande do Norte;RN;Natal;-5.79357;-35.1986;1948-08-16T00:00:00Z;2408102
RIACHUELO CORUMBÁ;Riachuelo Futebol Clube (Corumbá);Mato Grosso do Sul;MS;Corumbá;-19.0077;-57.651;;5003207
RIACHÃO;Riachão Esporte Clube;Sergipe;SE;Riachão do Dantas;-11.0729;-37.731;;2805802
ALIANÇA;Aliança Futebol Clube;Goiás;GO;Goiânia;-16.6864;-49.2643;1958-10-24T00:00:00Z;5208707
DEPORTIVO ALIANÇA; Desportivo Aliança;Alagoas;AL;Barra de Santo Antônio;-9.40500;-35.50694;;2700508
AMERICANO PORTO ALEGRE;Sport Club Americano (Porto Alegre);Rio Grande do Sul;RS;Porto Alegre;-30.0318;-51.2065;1912-01-01T00:00:00Z;4314902
GRÊMIO SANTANENSE;Grêmio Santanense;Paraíba;PB;Livramento;-7.37113;-36.9491;1913-01-01T00:00:00Z;2508505
ATLÉTICO LEMENSE;Clube Atlético Lemense;São Paulo;SP;Leme;-22.1809;-47.3841;2005-01-01T00:00:00Z;3526704
CAXIAS;Caxias Futebol Clube;Santa Catarina;SC;Joinville;-26.3045;-48.8487;1920-01-01T00:00:00Z;4209102
ATLÉTICO IZABELENSE;Atlético Clube Izabelense;Pará;PA;Santa Izabel do Pará;-1.29686;-48.1606;1924-01-01T00:00:00Z;1506500
TAVEIRÓPOLIS;Esporte Clube Taveirópolis;Alagoas;AL;Campo Grande;-9.95542;-36.7926;1938-06-30T00:00:00Z;2701506
OLÍMPIA;Olímpia Futebol Clube;São Paulo;SP;Olímpia;-20.7366;-48.9106;1946-12-05T00:00:00Z;3533908
NACIONAL ATLÉTICO CIVIL;Nacional Atlético Clube Sociedade Civil;Paraná;PR;Rolândia;-23.3101;-51.3659;1947-04-28T00:00:00Z;4122404
GUAJARÁ;Guajará Esporte Clube;Rondônia;RO;Guajará-Mirim;-10.7889;-65.3296;1952-10-31T00:00:00Z;1100106
ESTUDANTES;Estudantes Sport Club;Pernambuco;PE;Timbaúba;-7.50484;-35.3119;1958-05-01T00:00:00Z;2615300
GUARULHOS;Associação Desportiva Guarulhos;São Paulo;SP;Guarulhos;-23.4538;-46.5333;1964-01-01T00:00:00Z;3518800
UNIÃO BANDEIRANTE;União Bandeirante Futebol Clube;Mato Grosso do Sul;MS;Bandeirantes;-19.9275;-54.3585;1964-01-01T00:00:00Z;5001508
CRUZEIRO ARAPIRACA;Esporte Clube Cruzeiro (Arapiraca);Minas Gerais;MG;Alagoa;-22.171;-44.6413;1983-09-07T00:00:00Z;3101300
INTERCAP;Intercap Esporte Clube;Tocantins;TO;Paraíso do Tocantins;-10.175;-48.8823;1972-01-01T00:00:00Z;1716109
ORDEM E PROGRESSO;Ordem e Progresso Futebol Clube;Espírito Santo;ES;Bom Jesus do Norte;-21.1173;-41.6731;;3201100
ORIENTE;Oriente Foot-Ball Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
OURO PRETO;Ouro Preto Esporte Clube;Santa Catarina;SC;Ouro;-27.3379;-51.6194;;4211801
OURO VELHO;Ouro Velho Esporte Clube;Paraíba;PB;Monteiro;-7.88363;-37.1184;;2509701
PADUANO;Paduano Esporte Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
PALADINO;Paladino Foot-Ball Club;Minas Gerais;MG;João Pinheiro;-17.7398;-46.1715;;3136306
PALESTRA SERGIPE;Palestra Futebol Clube (Sergipe);Sergipe;SE;Aracaju;-10.9091;-37.0677;;2800308
PALESTRA ITÁLIA DE SÃO CARLOS;Palestra Itália de São Carlos;Santa Catarina;SC;Itá;-27.2907;-52.3212;1921-12-08T00:00:00Z;4208005
PALMEIRAS ATLÉTICO;Palmeiras Atlético Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
PALMEIRAS;Palmeiras Foot Ball Club;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;1919-01-01T00:00:00Z;3106200
PALMEIRAS;Palmeiras Futebol Clube;São Paulo;SP;São João da Boa Vista;-21.9707;-46.7944;1924-01-12T00:00:00Z;3549102
PALMEIRAS LOCOMOTIVES;Palmeiras Locomotives;São Paulo;SP;São Paulo;-23.5329;-46.6395;2006-02-18T00:00:00Z;3550308
PALMÁCIA;Palmácia Esporte Clube;Ceará;CE;Horizonte;-4.1209;-38.4707;2005-01-01T00:00:00Z;2305233
PARACURU ATLÉTICO;Paracuru Atlético Clube;Sergipe;SE;Lagarto;-10.9136;-37.6689;2008-06-12T00:00:00Z;2803500
PARAGOMINAS;Paragominas Futebol Clube;Pará;PA;Paragominas;-3.00212;-47.3527;2012-01-01T00:00:00Z;1505502
OURICURI;Sport Club Ouricuri;Minas Gerais;MG;Alagoa;-22.171;-44.6413;;3101300
SOROCABANO;Sport Club Sorocabano;São Paulo;SP;São Paulo;-23.5329;-46.6395;1903-09-07T00:00:00Z;3550308
TANGARÁ;Sport Club Tangará;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;;2509370
PARANÁ;Sport Clube Paraná;Paraná;PR;Formosa do Oeste;-24.2951;-53.3114;;4108205
SANTA CRUZ;Sport Clube Santa Cruz (Estância);Sergipe;SE;Estância;-11.2659;-37.4484;;2802106
SÃO JOSÉ;Sport Clube São José;Paraná;PR;Curitiba;-25.4195;-49.2646;;4106902
STELLA;Stella Foot-Ball Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
SÁ VIANA;Sá Viana Futebol Clube;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
SÃO DOMINGOS;São Domingos Esporte Clube;Piauí;PI;Porto;-3.88815;-42.6998;1962-05-06T00:00:00Z;2208502
SÃO FRANCISCO RORAIMA;São Francisco Futebol Clube (Roraima);Roraima;RR;Boa Vista;2.82384;-60.6753;;1400100
SÃO FRANCISCO SANTARÉM;São Francisco Futebol Clube (Santarém);Pará;PA;Santarém;-2.43849;-54.6996;1929-10-30T00:00:00Z;1506807
SÃO GONÇALO;São Gonçalo Esporte Clube;Rio de Janeiro;RJ;São Gonçalo;-22.8268;-43.0634;;3304904
SÃO GONÇALO RIO DE JANEIRO;São Gonçalo Futebol Clube (Rio de Janeiro);Rio de Janeiro;RJ;São Gonçalo;-22.8268;-43.0634;;3304904
SÃO JOÃO DE MERITI;São João de Meriti Futebol Clube;Rio de Janeiro;RJ;São João de Meriti;-22.8058;-43.3729;;3305109
SÃO PAULO ARARAQUARA;São Paulo Futebol Clube (Araraquara);São Paulo;SP;Araraquara;-21.7845;-48.178;1937-02-04T00:00:00Z;3503208
SÃO PAULO ARAÇATUBA;São Paulo Futebol Clube (Araçatuba);São Paulo;SP;Araçatuba;-21.2076;-50.4401;1948-11-11T00:00:00Z;3502804
SÃO PAULO SÃO JOÃO DE MERITI;São Paulo Futebol Clube (São João de Meriti);Rio de Janeiro;RJ;São João de Meriti;-22.8058;-43.3729;;3305109
SÃO PAULO STORM;São Paulo Storm;São Paulo;SP;São Paulo;-23.5329;-46.6395;2006-01-01T00:00:00Z;3550308
SÃO PAULO RAILWAY ATHLETIC;São Paulo Railway Athletic Club;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
SÃO PAULO DA FLORESTA;São Paulo da Floresta;São Paulo;SP;São Paulo;-23.5329;-46.6395;1930-01-25T00:00:00Z;3550308
SÃO PEDRO ATLÉTICO;São Pedro Atlético Clube;Rio de Janeiro;RJ;São Pedro da Aldeia;-22.8429;-42.1026;;3305208
TABAJARA-GUAÍBA;Tabajara-Guaíba Futebol Clube;Rio Grande do Sul;RS;Getúlio Vargas;-27.8911;-52.2294;;4308904
TAMANDARÉ;Tamandaré Esporte Clube;Paraná;PR;Almirante Tamandaré;-25.3188;-49.3037;;4100400
TANGUÁ CULTURA;Tanguá Esporte e Cultura;Rio de Janeiro;RJ;São Gonçalo;-22.8268;-43.0634;;3304904
TARUMÃ;Tarumã Esporte Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;1974-01-01T00:00:00Z;1302603
TELÊMACO BORBA;Telêmaco Borba Esporte Clube;Paraná;PR;Telêmaco Borba;-24.3245;-50.6176;;4127106
TEOTÔNIO;Teotônio Esporte Clube;Alagoas;AL;Teotônio Vilela;-9.91656;-36.3492;;2709152
THERESINENSE;Theresinense Foot-Ball Club;Piauí;PI;Teresina;-5.09194;-42.8034;;2211001
TIANGUÁ;Tianguá Esporte Clube;Ceará;CE;Tianguá;-3.72965;-40.9923;;2313401
TIME NEGRA CARAJÁS;Time Negra Carajás Clube;Pará;PA;Parauapebas;-6.06781;-49.9037;1997-01-01T00:00:00Z;1505536
TIMON;Timon Esporte Clube;Maranhão;MA;Timon;-5.09769;-42.8329;2005-01-01T00:00:00Z;2112209
TIRADENTES;Tiradentes Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
TRABALHISTA;Trabalhista Futebol Clube;Santa Catarina;SC;Florianópolis;-27.5945;-48.5477;;4205407
TRAMWAYS;Tramways Sport Club;Pernambuco;PE;Recife;-8.04666;-34.8771;1934-03-09T00:00:00Z;2611606
TREMEMBÉ;Tremembé Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1914-01-01T00:00:00Z;3550308
TUBARÃO;Tubarão Esporte Clube;Paraná;PR;Palmas;-26.4839;-51.9888;;4117602
TUBARÕES DO CERRADO;Tubarões do Cerrado;Distrito Federal;DF;Brasília;-15.7795;-47.9297;;5300108
TUIUTI;Tuiuti Esporte Clube;Rio Grande do Sul;RS;Casca;-28.5605;-51.9815;1949-01-01T00:00:00Z;4304903
TUPY;Tupy Sport Club;Rio de Janeiro;RJ;Paracambi;-22.6078;-43.7108;;3303609
UCHOA;Uchoa Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1940-01-03T00:00:00Z;3550308
