nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
Esporte Clube Guanabara;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Clube dos Cariocas;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Irmãos Goulart Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
High Life Club;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Crateús Atlético Clube;Ceará;CE;Crateús;-5.16768;-40.6536;;2304103
Dourados Atlético Clube;Mato Grosso do Sul;MS;Dourados;-22.2231;-54.812;;5003702
Império Serrano Esporte Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Falcon Futebol Clube;Sergipe;SE;Aracaju;-10.9091;-37.0677;;2800308
Nova Mutum Esporte Clube;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;;2509370
Azuriz Futebol Clube;Paraná;PR;Pato Branco;-26.2292;-52.6706;;4118501
Campinas Esporte Clube;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;;5103403
Garça Atlético Clube;São Paulo;SP;Garça;-22.2125;-49.6546;;3516705
Moto Esporte Clube;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;;5103403
Sociedade Esportiva e Recreativa Arapongas;Paraná;PR;Arapongas;-23.4153;-51.4259;;4101507
Sport Club Luso Brasileiro;Pará;PA;Belém;-1.4554;-48.4898;;1501402
Yole Club do Pará;Pará;PA;Belém;-1.4554;-48.4898;;1501402
Caramuru Esporte Clube;Paraná;PR;Castro;-24.7891;-50.0108;;4104907
Cianorte Associação Física Educativa;Paraná;PR;Cianorte;-23.6599;-52.6054;;4105508
Guarany Futebol Clube;Alagoas;AL;Maceió;-9.66599;-35.735;;2704302
Racing Club Amazonense;Amazonas;AM;Manaus;-3.11866;-60.0212;;1302603
Socorro Sport Club;Sergipe;SE;Nossa Senhora do Socorro;-10.8468;-37.1231;;2804805
Sporth Clube Corinthians;São Paulo;SP;Guará;-20.4302;-47.8236;;3517703
Esporte Clube Maceió;Alagoas;AL;Maceió;-9.66599;-35.735;;2704302
Internacional Esporte Clube;São Paulo;SP;Franca;-20.5352;-47.4039;;3516200
Retrô Futebol Clube Brasil;Pernambuco;PE;Camaragibe;-8.02351;-34.9782;;2603454
Betim Futebol;Minas Gerais;MG;Betim;-19.9668;-44.2008;2019-01-01T00:00:00Z;3106705
Esporte Clube Real de Brasília;Distrito Federal;DF;Brasília;-15.7795;-47.9297;;5300108
Associação Desportiva Taguatinga;Tocantins;TO;Taguatinga;-12.4026;-46.437;;1720903
Erechim Coroados;Rio Grande do Sul;RS;Erechim;-27.6364;-52.2697;2015-09-20T00:00:00Z;4307005
Brasília Templários;Distrito Federal;DF;Brasília;-15.7795;-47.9297;2014-01-01T00:00:00Z;5300108
XV de Novembro Esporte Clube;Minas Gerais;MG;Uberlândia;-18.9141;-48.2749;;3170206
Grêmio Recreativo Esportivo Maderit;Paraná;PR;Guarapuava;-25.3902;-51.4623;;4109401
Ribeirão Preto Challengers;Pernambuco;PE;Ribeirão;-8.50957;-35.3698;2007-01-01T00:00:00Z;2611804
Sorriso Hornets;Mato Grosso;MT;Sorriso;-12.5425;-55.7211;2013-01-01T00:00:00Z;5107925
Associação Athletica Collegio Latino-Americano;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Guaporé Futebol Clube;Rondônia;RO;Rolim de Moura;-11.7271;-61.7714;;1100288
Associação Esportiva Flamengo;Sergipe;SE;Nossa Senhora das Dores;-10.4854;-37.1963;1960-10-21T00:00:00Z;2804607
Associação Atlética Escola Superior Madre Celeste;Pará;PA;Ananindeua;-1.36391;-48.3743;;1500800
Nova Venécia Futebol Clube;Espírito Santo;ES;Nova Venécia;-18.715;-40.4053;;3203908
Clube Sport Sinop;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;;2509370
Colorado Caieiras Futebol Clube;Minas Gerais;MG;Bandeira;-15.8783;-40.5622;;3105202
Esporte Clube Cruzeiro;Minas Gerais;MG;Alagoa;-22.171;-44.6413;;3101300
Vera Cruz Futebol Clube;Rio de Janeiro;RJ;Angra dos Reis;-23.0011;-44.3196;;3300100
Caruaru City Sport Club;Pernambuco;PE;Caruaru;-8.28455;-35.9699;;2604106
Porto Vitória Futebol Clube;Acre;AC;Capixaba;-10.566;-67.686;;1200179
Capitão Poço Esporte Clube;Rio Grande do Sul;RS;Capitão;-29.2674;-51.9853;;4304697
Cerrado Esporte Clube;Goiás;GO;Aparecida de Goiânia;-16.8198;-49.2469;2020-10-05T00:00:00Z;5201405
ABD Futebol Clube;Goiás;GO;Goiás;-15.9333;-50.14;;5208905
Patriotas Futebol Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;;4106902
União Atlética Carmolandense;Tocantins;TO;Araguaína;-7.19238;-48.2044;1992-05-27T00:00:00Z;1702109
Grêmio Recreativo Pague Menos;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Guarabira Esporte Clube;Paraíba;PB;Guarabira;-6.85064;-35.485;;2506301
Fluminense Football Club (futebol feminino);Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Red Bull Bragantino (futebol feminino);Rio Grande do Sul;RS;Braga;-27.6173;-53.7405;2020-01-01T00:00:00Z;4302600
Monsoon Futebol Clube;Espírito Santo;ES;Alegre;-20.758;-41.5382;;3200201
Primavera Atlético Clube;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;;2509370
Jacobinense Esporte Clube;Bahia;BA;Jacobina;-11.1812;-40.5117;;2917508
Manauara Esporte Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;;1302603
Amazônia Independente Futebol Clube;Pará;PA;Belterra;-2.63609;-54.9374;;1501451
Tuntum Esporte Clube;Maranhão;MA;Tuntum;-5.25476;-44.6444;;2112308
Aruko Sports Brasil;Paraná;PR;Maringá;-23.4205;-51.9333;2020-12-18T00:00:00Z;4115200
Clube de Regatas do Flamengo (categorias de base);Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Centro Oeste Futebol Clube;Goiás;GO;Goiás;-15.9333;-50.14;;5208905
Associação Desportiva Jaboatão dos Guararapes;São Paulo;SP;Guararapes;-21.2544;-50.6453;2012-02-13T00:00:00Z;3518206
Itabirito Futebol Clube;Sergipe;SE;Itabi;-10.1248;-37.1056;;2803104
Associação Esportiva VF4;Paraíba;PB;João Pessoa;-7.11509;-34.8641;2017-11-09T00:00:00Z;2507507
Associação Atlética Itararé;Minas Gerais;MG;Bandeira;-15.8783;-40.5622;;3105202
Associação Deportiva Carmópolis;Sergipe;SE;Carmópolis;-10.6449;-36.9887;2022-06-01T00:00:00Z;2801504
Associação Atlética Portuguesa;Alagoas;AL;Campo Grande;-9.95542;-36.7926;;2701506
Zinzane Futebol Clube SAF;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Batalhão Futebol Clube;Minas Gerais;MG;Palma;-21.3748;-42.3123;;3146701
Monte Roraima Futebol Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;;1400100
SSA Futebol Clube;Bahia;BA;Salvador;-12.9718;-38.5011;;2927408
Feira Futebol Clube;Bahia;BA;Feira de Santana;-12.2664;-38.9663;2026-02-05T00:00:00Z;2910800
Santo Antônio Esporte Clube;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1932-01-01T00:00:00Z;2509370
Clube Esportivo Belmonte;Paraná;PR;Curitiba;-25.4195;-49.2646;1939-01-01T00:00:00Z;4106902
Imperial Futebol Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1955-04-24T00:00:00Z;4106902
Clube Futebol com Vida SAF;Rio Grande do Sul;RS;Viamão;-30.0819;-51.0194;2022-02-03T00:00:00Z;4323002
Clube Atlético Piauiense;Minas Gerais;MG;Piau;-21.5096;-43.313;2019-11-14T00:00:00Z;3150109
