clube;estado;cidade;lat;lon;ibge;wins;draws;losses;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;cluster_k6;cluster_k7;cluster_k8;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
JUVENTUS;SC;Jaraguá do Sul;-26.4851;-49.0713;4208906.0;11;19;18;0.0003677716066222;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
CAMPO MOURÃO;PR;Campo Mourão;-24.0463;-52.378;4104303.0;14;12;16;0.000367316951663;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
DOCE MEL;BA;Ipiaú;-14.1375;-39.7375;2913903.0;5;13;18;0.0003659953600019;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
FLAMENGO;SE;Nossa Senhora das Dores;-10.4854;-37.1963;2804607.0;12;3;14;0.000365423337064;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
MONTE RORAIMA;RR;Boa Vista;2.82384;-60.6753;1400100.0;9;6;4;0.0003644978778869;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
CAMBÉ;PR;Cambará;-23.0423;-50.0753;4103602.0;8;12;34;0.0003622918338156;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ATLÉTICO ITAJAÍ;SC;Ibirama;-27.0547;-49.5193;4206900.0;14;4;7;0.0003621012309672;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PANTANAL;MS;Ladário;-19.0089;-57.5973;5005202.0;7;8;3;0.0003613000412866;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
MIGUELENSE;AL;São Miguel dos Campos;-9.7826;-36.0886;2708600.0;9;4;33;0.0003593675059515;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
FORMOSA;GO;Formosa;-15.5333;-47.3333;5208004.0;7;1;13;0.000358185901364;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
ARUC;DF;Cruzeiro;-15.7934;-47.9406;5300108.0;8;4;10;0.0003581475119699;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
PERILIMA;PB;Campina Grande;-7.22196;-35.8731;2504009.0;6;8;12;0.0003579101496523;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
SESP SAMAMBAENSE;SE;Tobias Barreto;-11.1798;-37.9995;2807402.0;9;4;15;0.0003569295201264;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
BOTAFOGO PB;PB;João Pessoa;-7.11509;-34.8641;2507507.0;9;7;16;0.0003561832459349;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
LINHARES;ES;Linhares;-19.3946;-40.0643;3203205.0;17;23;73;0.0003531099298186;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
FERROVIÁRIO DO CABO;PE;Bezerros;-8.2328;-35.796;2601904.0;6;12;18;0.0003520429208844;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
GRÊMIO B;RS;Pelotas;-31.7649;-52.3371;4314407.0;14;4;11;0.0003517550451239;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
GRÊMIO VALPARAÍSO;GO;Valparaíso de Goiás;-16.0683;-47.9767;5221858.0;9;2;14;0.0003516351425163;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
TIRADENTES;PI;Teresina;-5.0919;-42.8033;2211001.0;7;6;12;0.0003514538297132;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
PROPRIÁ;SE;Propriá;-10.2138;-36.8442;2805703.0;11;9;10;0.0003514066051987;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
SPORT LAGOA SECA;PB;Lucena;-6.8928;-34.8647;2508604.0;10;5;28;0.0003507868736193;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
ESSUBE;MG;Uberlândia;-18.9113;-48.2622;3170206.0;7;3;10;0.0003488178083287;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
ATL. TRÊS CORAÇÕES;MG;Barbacena;-21.2214;-43.7703;3105608.0;8;4;20;0.0003474828375591;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CRUZEIRO;PB;Itaporanga;-7.3039;-38.1506;2507002.0;9;5;8;0.0003465998810104;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
SSA;BA;Salvador;-12.9718;-38.5011;2927408.0;5;8;5;0.0003424536961606;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
NÁUTICO;MS;Campo Grande;-20.4697;-54.6201;5002704.0;6;2;19;0.0003401686728349;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
JACIOBÁ;AL;Pão de Açúcar;-9.7497;-37.4375;2706307.0;7;16;48;0.0003397710405762;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
CAMPO GRANDE;CE;Juazeiro do Norte;-7.2372;-39.4121;2307301.0;9;5;15;0.0003387938734191;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
TARUMÃ;AM;Manaus;-3.11866;-60.0212;1302603.0;9;6;16;0.0003378229256761;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
IRANDUBA;AM;Iranduba;-3.2847;-60.1858;1301852.0;4;8;19;0.0003377161578213;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
VILHENA;RO;Vilhena;-12.7502;-60.1488;1100304.0;7;5;15;0.0003368107518343;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
RIO NEGRO;RR;Boa Vista;2.82384;-60.6753;1400100.0;9;7;30;0.0003366085349672;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
RIO BRANCO - VN;ES;Cariacica;-20.2632;-40.4165;3201308.0;8;13;5;0.0003358680133098;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CABENSE;PE;Cabo de Santo Agostinho;-8.28218;-35.0253;2602902.0;5;9;17;0.0003356698284516;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
UNIVAP APODI;RN;Apodi;-5.6606;-37.7972;2401009.0;3;2;5;0.0003346843859364;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
RENOVAÇÃO;AP;Macapá;-0.0383;-51.0632;1600303.0;4;3;3;0.0003337931080226;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
SANTACRUZENSE;SP;Santa Cruz do Rio Pardo;-22.8988;-49.6354;3546405.0;5;8;22;0.0003296002357237;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ASTER BRASIL;ES;Vitória;-20.3155;-40.3128;3205309.0;13;13;16;0.0003295855204232;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
RIACHÃO;SE;Riachão do Dantas;-11.0729;-37.731;2805802.0;7;12;12;0.0003287128181891;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
SÃO JOSÉ;TO;Palmas;-10.1844;-48.3336;1721000.0;5;4;10;0.000328070122124;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CACERENSE;MT;Cáceres;-16.0764;-57.6818;5102504.0;7;8;7;0.000327081630009;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
CORITIBA;SE;Itabaiana;-10.6853;-37.4253;2802908.0;9;6;24;0.0003261579869054;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
INTER SM;RS;Santa Maria;-29.6842;-53.8069;4316907.0;19;3;7;0.0003247908220951;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
AGRIMAQ JEQUIAENSE;AL;Jequiá da Praia;-10.0039;-36.021;2703759.0;8;1;8;0.0003246202931472;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
TIRADENTES;PA;Belém;-1.4554;-48.4898;1501402.0;5;4;20;0.0003227697650133;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
VÊNUS;PA;Abaetetuba;-1.72183;-48.8788;1500107.0;6;5;14;0.0003211472994347;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
ARACAJU;SE;Aracaju;-10.9091;-37.0677;2800308.0;9;5;20;0.000318596217531;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
ASSU;RN;Assu;-5.5772;-36.9114;2400209.0;7;22;43;0.0003170038211936;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
ESPORTE LIMOEIRO;CE;Limoeiro do Norte;-5.14392;-38.0847;2307601.0;5;8;20;0.0003169775869216;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
ATLÉTICO PIAUIENSE;PI;Teresina;-5.09194;-42.8034;2211001.0;8;6;3;0.0003166128312105;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
FORTE;ES;Cachoeiro de Itapemirim;-20.8462;-41.1198;3201209.0;10;9;15;0.0003165331185318;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CRUZEIRO;DF;Cruzeiro;-15.7934;-47.9406;5300108.0;6;5;9;0.0003165103948204;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
CRUZEIRO;AP;Macapá;-0.0383;-51.0632;1600303.0;3;2;5;0.0003136678566341;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
BACABAL;MA;Bacabal;-4.22447;-44.7832;2101202.0;6;6;16;0.0003118883691593;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
12 HORAS;RS;Porto Alegre;-30.0331;-51.23;4314902.0;7;6;20;0.000311779085428;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
CASTELO;ES;Castelo;-20.6033;-41.2031;3201407.0;11;5;14;0.0003116461412488;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ALVORADA;TO;Alvorada;-12.4785;-49.1249;1700707.0;4;6;6;0.0003115275803503;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
TORRES BRASIL;PE;Camaragibe;-8.02351;-34.9782;2603454.0;7;2;9;0.0003101897880218;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
MANCHESTER FUTEBOL;MG;Juiz de Fora;-21.7642;-43.3503;3136702.0;5;4;3;0.0003095481433764;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
JC FUTEBOL CLUBE;AM;Itacoatiara;-3.1417;-58.4444;1301902.0;6;6;22;0.0003075952693749;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
BARCELONA ESPORTIVO;SP;São Paulo;-23.5505;-46.6333;3550308.0;4;9;22;0.0003070947479751;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
NÁUAS;AC;Cruzeiro do Sul;-7.6649;-72.6504;4106704.0;8;5;27;0.0003070102851279;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
CASIMIRO DE ABREU;RJ;Casimiro de Abreu;-22.4812;-42.2066;3301306.0;8;4;14;0.0003042796417282;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ANDIRÁ;AC;Rio Branco;-9.974;-67.8076;5107206.0;7;4;26;0.000300645038267;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
SUL AMÉRICA;AM;Manaus;-3.11866;-60.0212;1302603.0;8;3;15;0.0002990871832687;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
RONDONIENSE;RO;Porto Velho;-8.76077;-63.8999;1100205.0;4;5;19;0.0002977746642868;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
HOPE INTERNACIONAL;PR;Curitiba;-25.4195;-49.2646;4106902.0;8;10;20;0.0002945981740409;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
INTERNACIONAL B;RS;Porto Alegre;-30.0318;-51.2065;4314902.0;5;2;16;0.0002945480278599;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PORTO;SC;Porto União;-26.2451;-51.0759;4213609.0;7;7;31;0.000294048238439;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
SÃOJOSEENSE;PR;São José dos Pinhais;-25.5347;-49.2064;4125506.0;8;6;6;0.000293802262962;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
BRAZLÂNDIA;DF;Brasília;-15.6667;-48.1961;5300108.0;5;3;10;0.0002928764556463;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
GEL;ES;Serra;-20.1286;-40.3078;3205000.0;7;7;56;0.0002926638899936;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PIRES DO RIO;GO;Pires do Rio;-17.3019;-48.2768;5217401.0;6;6;14;0.0002908529372639;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
MESQUITA;RJ;Mesquita;-22.8028;-43.4601;3302858.0;8;4;19;0.0002902322421845;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CDC DA AMAZÔNIA;AM;Manaus;-3.11866;-60.0212;1302603.0;5;6;16;0.0002881675269203;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
INDEPENDENTE;RJ;Macaé;-22.3708;-41.7869;3302403.0;6;3;3;0.0002879942860938;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
RIACHUELO;RN;Riachuelo;-5.82156;-35.8215;2410900.0;6;1;12;0.0002857126822915;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
SER CRUZ ALTA;RS;Cruz Alta;-28.645;-53.6048;4306106.0;6;2;8;0.0002853169877039;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
TIANGUÁ;CE;Tianguá;-3.72965;-40.9923;2313401.0;6;3;7;0.0002851526519174;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
RIACHO CITY;DF;Riacho Fundo;-15.8821;-48.0163;5300108.0;6;1;18;0.0002835732517681;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
QUEIMADOS;RJ;Queimados;-22.7153;-43.5558;3304144.0;5;6;16;0.0002829768001052;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ANDRADINA;SP;Andradina;-20.8948;-51.3786;3502101.0;6;1;13;0.0002815577086173;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
FEMAR;PB;Alagoinha;-6.9533;-35.5414;2500601.0;4;4;7;0.0002808735162064;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
SERRANO;PB;Campina Grande;-7.22196;-35.8731;2504009.0;7;2;17;0.0002800341929696;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
URUMAJÓ;PA;Augusto Corrêa;-1.0217;-46.6347;1500909.0;3;3;2;0.0002791943309804;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
CENTRAL PARAÍSO;TO;Paraíso do Tocantins;-10.1753;-48.8839;1716109.0;4;3;5;0.000278387172854;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
FEIRENSE;BA;Santo Antônio de Jesus;-12.9614;-39.2584;2928703.0;3;4;13;0.000277475060514;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
JARAGUÁ;SC;Jaraguá do Sul;-26.4851;-49.0713;4208906.0;7;4;22;0.0002755757316465;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PONTAPORANENSE;MS;Ponta Porã;-22.5361;-55.7256;5006606.0;2;2;15;0.0002743730765759;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ATIBAIA;SP;Atibaia;-23.1171;-46.5563;3504107.0;7;4;11;0.0002738589051413;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
BRASIL DE FARROUPILHA;RS;Farroupilha;-29.2227;-51.3419;4307906.0;7;4;7;0.0002724500864705;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
UNIÃO ATLÉTICA ARAGUAINENSE;TO;Araguaína;-7.1925;-48.2078;1702109.0;4;1;0;0.0002712967701212;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
LAGO VERDE;MA;Lago Verde;-3.9572;-44.8317;2105908.0;5;2;1;0.0002711095703897;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
ARAGUAIA DE PALMAS;TO;Palmas;-10.1844;-48.3336;1721000.0;4;2;7;0.0002706967607811;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
ROYAL;GO;Luziânia;-16.2524;-47.9504;5212501.0;0;5;1;0.0002695389206835;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
LAGOA;AP;Macapá;0.034934;-51.0694;1600303.0;2;1;6;0.0002683605253098;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
INDEPENDENTE;PA;Belterra;-2.63609;-54.9374;1501451.0;5;2;8;0.0002680006117134;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
CANAÃ;BA;Irecê;-11.3039;-41.8569;2914604.0;2;7;6;0.0002673483253732;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
PATROCINENSE;MG;Patrocínio;-18.9379;-46.9934;3148103.0;3;2;3;0.0002662946042127;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
JUVENTUS DE MINAS NOVAS;MG;Caldas;-21.9183;-46.3843;3110301.0;3;3;11;0.0002659290751552;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
MARAU;RS;Santa Maria;-29.6868;-53.8149;4316907.0;0;5;27;0.0002651430909326;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
TERRA E MAR;CE;Fortaleza;-3.71664;-38.5423;2304400.0;6;4;13;0.0002637093162346;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
ITAREMA;CE;Itarema;-2.9231;-39.9161;2306253.0;5;3;16;0.0002626094142705;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
RIVER;RR;Boa Vista;2.82384;-60.6753;1400100.0;6;2;8;0.0002624238242577;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
RB DO NORTE;AM;Manacapuru;-3.29066;-60.6216;1302504.0;6;3;12;0.0002621220915629;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
MOGI MIRIM;SP;Mogi Mirim;-22.4332;-46.9532;3530805.0;2;6;12;0.0002609036987273;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PEDRA BRANCA;SC;Palhoça;-27.6419;-48.6667;4211900.0;8;3;11;0.0002605633252608;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
TUPY;ES;Vila Velha;-20.3417;-40.2875;3205200.0;5;8;6;0.0002597917863533;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
LATITUDE ZERO;AP;Macapá;-0.0383;-51.0632;1600303.0;2;2;6;0.0002597668866571;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
ATLÉTICO AMAZONENSE;AM;Manaus;-3.11866;-60.0212;1302603.0;3;6;10;0.0002596718727212;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
JUARA;MT;Juara;-11.4194;-57.5186;5105150.0;3;4;1;0.0002596692224371;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ATLÉTICO CERRADO;TO;Paraíso do Tocantins;-10.1753;-48.8839;1716109.0;2;2;9;0.0002592366061897;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CAMPO NOVO;MT;Campo Novo do Parecis;-13.6744;-57.8869;5102637.0;7;1;12;0.0002584137384874;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
SABUGY;PB;Santa Luzia;-9.8475;-36.9189;2513903.0;5;4;24;0.0002583456562181;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
LEÔNICO;BA;Salvador;-12.9718;-38.5011;2927408.0;2;5;17;0.0002582177169426;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
FLAMENGO DE GUANAMBI;BA;Madre de Deus;-12.7446;-38.6153;2919926.0;4;2;5;0.0002577212798194;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
CORITIBA B;PR;Curitiba;-25.4195;-49.2646;4106902.0;1;6;1;0.0002575160232098;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PASSOS;MG;Passos;-20.7193;-46.609;3147907.0;3;5;5;0.0002574673758194;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
ROLIM DE MOURA;RO;Rolim de Moura;-11.7271;-61.7714;1100288.0;3;3;8;0.0002560497610786;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
SÃO GABRIEL;MS;Bela Vista;-22.1073;-56.5263;5002100.0;3;3;11;0.0002552618358663;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
CAIÇARA;PI;Campo Maior;-4.8217;-42.1641;2202208.0;6;4;13;0.0002544153234285;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
SAMPAIO;RR;Boa Vista;2.82384;-60.6753;1400100.0;4;4;14;0.0002542245060103;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
NAVEGANTES;SC;Navegantes;-26.8943;-48.6546;4211306.0;7;1;18;0.0002522556104105;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
NOVA PRATA;RS;Nova Prata;-28.7799;-51.6113;4313300.0;4;7;27;0.0002508562197188;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
INDEPENDENTE DE RIO VERDE;GO;Rio Verde;-17.7923;-50.9192;5218805.0;4;2;8;0.0002491553614527;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
ATLÉTICO MOGI;SP;Bariri;-22.073;-48.7438;3505203.0;4;5;39;0.0002491213420826;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
BOTAFOGO;SE;Cristinápolis;-11.4668;-37.7585;2801702.0;4;8;19;0.0002489383344725;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
FORTALEZA B;CE;Fortaleza;-3.71664;-38.5423;2304400.0;3;5;3;0.0002484725417707;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
CAP DE UBERLÂNDIA;MG;Uberlândia;-18.9141;-48.2749;3170206.0;3;2;11;0.0002480658466907;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
ATLÉTICO DE CAJAZEIRAS;PB;Livramento;-7.37113;-36.9491;2508505.0;5;1;12;0.0002480381613798;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
MIRAMAR;PB;Cabedelo;-6.98731;-34.8284;2503209.0;4;3;3;0.0002478385038604;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO BATISTENSE;SC;São José;-27.6136;-48.6366;4216602.0;4;3;15;0.0002468253377185;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
TRÊS PASSOS;RS;Três Passos;-27.4555;-53.9296;4321907.0;7;1;14;0.0002463300097081;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PESQUEIRA;PE;Pesqueira;-8.35797;-36.6978;2610905.0;3;5;8;0.0002461187159614;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
SABIÁ;MA;Caxias;-4.86505;-43.3617;2103000.0;4;1;5;0.0002459257206931;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CANÁRIO;AP;Macapá;0.034934;-51.0694;1600303.0;2;2;5;0.0002450624744176;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
BARE;AP;Macapá;-0.0383;-51.0632;1600303.0;2;1;9;0.0002412998813338;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
BELENENSE;PA;Santa Izabel do Pará;-1.29686;-48.1606;1506500.0;6;1;8;0.0002406723730956;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
RONDONÓPOLIS;MT;Rondonópolis;-16.4673;-54.6372;5107602.0;3;4;1;0.0002401524134601;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
BRASILIS;SP;Águas de Lindóia;-22.4733;-46.6314;3500501.0;2;4;2;0.0002387146245953;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
UNIÃO DE PALMAS;TO;Palmas;-10.1844;-48.3336;1721000.0;3;1;10;0.000236770650157;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CHAPECOENSE B;SC;Chapecó;-27.103888888;-52.606666666;4204202.0;14;12;12;0.0002365930953173;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PRS;RS;Porto Alegre;-30.0331;-51.23;4314902.0;6;4;6;0.0002359731703442;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
AMERICANO;MA;Bacabal;-4.22447;-44.7832;2101202.0;3;2;5;0.0002359567634187;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
BETIS;MG;Ouro Branco;-20.5263;-43.6962;3145901.0;1;4;14;0.0002359103204726;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
G.A.S;RR;Boa Vista;2.8233;-60.675;1400100.0;4;2;5;0.0002358529126094;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
YPIRANGA;BA;Salvador;-12.9718;-38.5011;2927408.0;2;4;2;0.0002353389043398;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
TESLA;PA;Belém;-1.4558;-48.4902;1501402.0;5;2;7;0.0002347958345861;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
ADEC;AP;Calçoene;2.49804;-50.9496;;2;1;6;0.0002338911489438;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
MARAJÓ;PA;Breves;-1.6821;-50.4802;1501808.0;1;1;4;0.0002332375182232;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
DUQUE CAXIENSE;RJ;Duque de Caxias;-22.7858;-43.3049;3301702.0;3;3;13;0.0002328410647762;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ALIANÇA;CE;Pacatuba;-3.9842;-38.6203;2310107.0;4;2;6;0.0002328401278029;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
PIMENTENSE;RO;Pimenta Bueno;-11.672;-61.198;1100189.0;2;4;10;0.0002320236525886;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
SETE;AM;Manaus;-3.119;-60.0217;1302603.0;4;3;6;0.0002313571292975;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
POTENGI;RN;Natal;-5.7945;-35.2119;2408102.0;3;2;7;0.000230750986818;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
PARAÍSO;TO;Paraíso do Tocantins;-10.1753;-48.8839;1716109.0;1;3;6;0.0002296004398745;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
UNIÃO FREDERIQUENSE;RS;Frederico Westphalen;-27.3586;-53.3958;4308508.0;5;5;18;0.0002291939147676;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PARAÍBA DO SUL;RJ;Paraíba do Sul;-22.1585;-43.304;3303708.0;3;1;5;0.0002283943199375;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CRB B;AL;Maceió;-9.6658;-35.735;2704302.0;4;3;4;0.0002262279023912;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
OSASCO;SP;Osasco;-23.5324;-46.7916;3534401.0;4;1;3;0.0002259329531413;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
TRÊS LAGOAS;MS;Três Lagoas;-20.7849;-51.7007;5008305.0;3;3;9;0.0002256268368795;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
FIGUEIRENSE;MG;São João del-Rei;-21.1353;-44.2614;3162500.0;1;5;10;0.0002251915612177;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ATLÉTICO BACABAL;MA;Bacabal;-4.22447;-44.7832;2101202.0;3;1;4;0.0002250863516452;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
